k,Up_est,Up_low,Up_up,Up_true,SOC_est,SOC_low,SOC_up,SOC_true,Vol,y_est,y_low,y_up,y_true
7574,0.00671769,0.00574919,0.00768619,0.00648678,-5.55366,-9.34139,-1.76594,0.243898,3.57203,-25.9956,-2.89175e+07,2.89174e+07,3.57203
7575,0.00649748,0.00552898,0.00746598,0.00624426,-5.55367,-9.34189,-1.76545,0.243891,3.57377,-20.6684,-2.89214e+07,2.89213e+07,3.57377
7576,0.00628449,0.00531599,0.00725299,0.00603963,-5.55367,-9.34239,-1.76495,0.243823,3.57359,-16.3003,-2.89253e+07,2.89252e+07,3.57359
7577,0.00607848,0.00510997,0.00704698,0.0058153,-5.55367,-9.3429,-1.76445,0.243897,3.57365,-12.7188,-2.89291e+07,2.89291e+07,3.57365
7578,0.00587922,0.00491072,0.00684772,0.0056562,-5.55368,-9.3434,-1.76395,0.24387,3.5736,-9.78207,-2.8933e+07,2.8933e+07,3.5736
7579,0.00568649,0.00471799,0.00665499,0.00546366,-5.55368,-9.3439,-1.76346,0.243819,3.57354,-7.37413,-2.89369e+07,2.89368e+07,3.57354
7580,0.00550009,0.00453159,0.00646859,0.00530068,-5.55368,-9.3444,-1.76296,0.243759,3.57422,-5.3998,-2.89407e+07,2.89407e+07,3.57422
7581,0.00531979,0.00435129,0.00628829,0.00508927,-5.55368,-9.3449,-1.76246,0.243735,3.53725,91.6468,-2.89462e+07,2.89464e+07,3.53725
7582,0.00563692,0.00466842,0.00660542,0.00539961,-5.55374,-9.34546,-1.76202,0.243751,3.53711,171.287,-2.89514e+07,2.89517e+07,3.53711
7583,0.005944,0.0049755,0.0069125,0.0058011,-5.55379,-9.34601,-1.76156,0.243744,3.53779,236.56,-2.89563e+07,2.89568e+07,3.53779
7584,0.00624084,0.00527234,0.00720934,0.0061827,-5.55382,-9.34655,-1.7611,0.243673,3.53718,290.083,-2.89611e+07,2.89616e+07,3.53718
7585,0.00652794,0.00555944,0.00749644,0.006556,-5.55386,-9.34708,-1.76063,0.243659,3.53694,333.937,-2.89656e+07,2.89663e+07,3.53694
7586,0.00680546,0.00583696,0.00777396,0.00691309,-5.55388,-9.3476,-1.76016,0.243524,3.5356,369.896,-2.89701e+07,2.89708e+07,3.5356
7587,0.00707388,0.00610538,0.00804238,0.00718557,-5.5539,-9.34813,-1.75968,0.243542,3.53602,399.416,-2.89744e+07,2.89752e+07,3.53602
7588,0.00733367,0.00636517,0.00830217,0.00736292,-5.55392,-9.34864,-1.7592,0.243462,3.53528,423.621,-2.89786e+07,2.89795e+07,3.53528
7589,0.00758495,0.00661645,0.00855345,0.00762113,-5.55394,-9.34916,-1.75871,0.243473,3.53556,443.467,-2.89828e+07,2.89837e+07,3.53556
7590,0.00782799,0.00685949,0.00879649,0.00793224,-5.55395,-9.34967,-1.75823,0.243349,3.53419,459.74,-2.89869e+07,2.89878e+07,3.53419
7591,0.00806306,0.00709456,0.00903157,0.00807364,-5.55396,-9.35018,-1.75774,0.243214,3.53534,473.082,-2.89909e+07,2.89919e+07,3.53534
7592,0.00829043,0.00732193,0.00925893,0.00822869,-5.55397,-9.35069,-1.75724,0.243102,3.53399,484.022,-2.89949e+07,2.89959e+07,3.53399
7593,0.00851034,0.00754184,0.00947885,0.00843375,-5.55397,-9.35119,-1.75675,0.243014,3.53431,493.027,-2.89989e+07,2.89999e+07,3.53431
7594,0.00872322,0.00775472,0.00969173,0.00866014,-5.55398,-9.3517,-1.75626,0.242994,3.53419,500.375,-2.90029e+07,2.90039e+07,3.53419
7595,0.00892895,0.00796045,0.00989745,0.00877545,-5.55398,-9.3522,-1.75576,0.24288,3.53464,506.366,-2.90068e+07,2.90078e+07,3.53464
7596,0.00912775,0.00815925,0.0100963,0.00899909,-5.55399,-9.35271,-1.75526,0.242725,3.53452,511.278,-2.90107e+07,2.90117e+07,3.53452
7597,0.00932003,0.00835153,0.0102885,0.00914613,-5.55399,-9.35321,-1.75477,0.242562,3.53331,515.34,-2.90146e+07,2.90156e+07,3.53331
7598,0.00950619,0.00853769,0.0104747,0.00926885,-5.55399,-9.35371,-1.75427,0.242501,3.53349,518.67,-2.90184e+07,2.90195e+07,3.53349
7599,0.00968625,0.00871775,0.0106547,0.00938531,-5.55399,-9.35421,-1.75377,0.242527,3.53302,521.4,-2.90223e+07,2.90234e+07,3.53302
7600,0.0098604,0.0088919,0.0108289,0.00955471,-5.55399,-9.35472,-1.75327,0.242387,3.53302,523.605,-2.90262e+07,2.90272e+07,3.53302
7601,0.0100287,0.00906016,0.0109972,0.00964129,-5.554,-9.35522,-1.75277,0.242282,3.53309,525.447,-2.903e+07,2.90311e+07,3.53309
7602,0.0101916,0.00922309,0.0111601,0.00986505,-5.554,-9.35572,-1.75228,0.242281,3.53196,526.957,-2.90339e+07,2.90349e+07,3.53196
7603,0.0103492,0.00938067,0.0113177,0.0100008,-5.554,-9.35622,-1.75178,0.242258,3.53312,528.229,-2.90377e+07,2.90388e+07,3.53312
7604,0.0105018,0.00953327,0.0114703,0.0101062,-5.554,-9.35672,-1.75128,0.242167,3.53294,529.204,-2.90415e+07,2.90426e+07,3.53294
7605,0.010649,0.00968051,0.0116175,0.010233,-5.554,-9.35722,-1.75078,0.24206,3.53213,530.003,-2.90454e+07,2.90464e+07,3.53213
7606,0.0107914,0.00982292,0.0117599,0.0103045,-5.554,-9.35772,-1.75028,0.241915,3.53191,530.658,-2.90492e+07,2.90503e+07,3.53191
7607,0.0109292,0.00996066,0.0118977,0.0104231,-5.554,-9.35822,-1.74978,0.241761,3.53232,531.264,-2.9053e+07,2.90541e+07,3.53232
7608,0.0110627,0.0100942,0.0120312,0.0105577,-5.554,-9.35872,-1.74928,0.241632,3.53178,531.761,-2.90569e+07,2.90579e+07,3.53178
7609,0.0111919,0.0102234,0.0121605,0.0107371,-5.554,-9.35922,-1.74878,0.241635,3.53096,532.134,-2.90607e+07,2.90617e+07,3.53096
7610,0.0113167,0.0103482,0.0122852,0.0109667,-5.554,-9.35972,-1.74828,0.241482,3.53149,532.44,-2.90645e+07,2.90656e+07,3.53149
7611,0.0114374,0.0104689,0.0124059,0.0110001,-5.554,-9.36022,-1.74778,0.241357,3.53159,532.69,-2.90683e+07,2.90694e+07,3.53159
7612,0.0115542,0.0105857,0.0125227,0.0111344,-5.554,-9.36072,-1.74728,0.241249,3.53042,532.93,-2.90721e+07,2.90732e+07,3.53042
7613,0.0116673,0.0106988,0.0126358,0.0111997,-5.554,-9.36122,-1.74678,0.241166,3.53027,533.058,-2.9076e+07,2.9077e+07,3.53027
7614,0.0117763,0.0108078,0.0127448,0.0113201,-5.554,-9.36172,-1.74628,0.241104,3.53037,533.197,-2.90798e+07,2.90809e+07,3.53037
7615,0.0118819,0.0109134,0.0128504,0.011518,-5.554,-9.36222,-1.74578,0.240999,3.53067,533.346,-2.90836e+07,2.90847e+07,3.53067
7616,0.0119843,0.0110158,0.0129528,0.011685,-5.554,-9.36272,-1.74528,0.240899,3.52913,533.399,-2.90874e+07,2.90885e+07,3.52913
7617,0.0120829,0.0111144,0.0130514,0.0118238,-5.554,-9.36322,-1.74478,0.240898,3.53032,533.477,-2.90912e+07,2.90923e+07,3.53032
7618,0.0121785,0.01121,0.013147,0.0118842,-5.554,-9.36372,-1.74428,0.24086,3.52895,533.575,-2.90951e+07,2.90961e+07,3.52895
7619,0.0122711,0.0113026,0.0132396,0.0119412,-5.554,-9.36422,-1.74378,0.240696,3.53016,533.656,-2.90989e+07,2.91e+07,3.53016
7620,0.0123607,0.0113922,0.0133292,0.012082,-5.554,-9.36472,-1.74328,0.240675,3.52989,533.653,-2.91027e+07,2.91038e+07,3.52989
7621,0.012447,0.0114785,0.0134155,0.0121188,-5.554,-9.36522,-1.74278,0.240596,3.52869,533.685,-2.91065e+07,2.91076e+07,3.52869
7622,0.0125306,0.0115621,0.0134991,0.0121507,-5.554,-9.36572,-1.74228,0.240569,3.52993,533.677,-2.91103e+07,2.91114e+07,3.52993
7623,0.0126114,0.0116429,0.0135799,0.0123223,-5.554,-9.36622,-1.74178,0.240469,3.52909,533.704,-2.91142e+07,2.91152e+07,3.52909
7624,0.0126896,0.0117211,0.0136581,0.012363,-5.554,-9.36672,-1.74128,0.240412,3.52826,533.727,-2.9118e+07,2.9119e+07,3.52826
7625,0.0127653,0.0117968,0.0137338,0.0125173,-5.554,-9.36722,-1.74078,0.240306,3.52952,533.78,-2.91218e+07,2.91229e+07,3.52952
7626,0.0128387,0.0118702,0.0138072,0.0125345,-5.554,-9.36772,-1.74028,0.240234,3.52935,533.755,-2.91256e+07,2.91267e+07,3.52935
7627,0.0129093,0.0119408,0.0138778,0.0126911,-5.554,-9.36822,-1.73978,0.240102,3.5283,533.768,-2.91294e+07,2.91305e+07,3.5283
7628,0.0129778,0.0120093,0.0139463,0.0128635,-5.554,-9.36872,-1.73928,0.240051,3.52834,533.745,-2.91333e+07,2.91343e+07,3.52834
7629,0.0130439,0.0120754,0.0140124,0.0129308,-5.554,-9.36922,-1.73878,0.240042,3.52763,533.76,-2.91371e+07,2.91381e+07,3.52763
7630,0.013108,0.0121394,0.0140765,0.0130215,-5.554,-9.36972,-1.73828,0.239881,3.52889,533.773,-2.91409e+07,2.9142e+07,3.52889
7631,0.0131699,0.0122014,0.0141384,0.0131025,-5.554,-9.37022,-1.73778,0.239749,3.5287,533.783,-2.91447e+07,2.91458e+07,3.5287
7632,0.0132299,0.0122614,0.0141984,0.0131121,-5.554,-9.37072,-1.73728,0.23975,3.52714,533.757,-2.91485e+07,2.91496e+07,3.52714
7633,0.0132877,0.0123192,0.0142562,0.0132253,-5.554,-9.37122,-1.73678,0.239614,3.52793,533.77,-2.91523e+07,2.91534e+07,3.52793
7634,0.0133438,0.0123753,0.0143123,0.0132872,-5.554,-9.37172,-1.73628,0.239629,3.52727,533.781,-2.91562e+07,2.91572e+07,3.52727
7635,0.013398,0.0124295,0.0143665,0.0133206,-5.554,-9.37222,-1.73578,0.239486,3.52797,533.756,-2.916e+07,2.9161e+07,3.52797
7636,0.0134503,0.0124818,0.0144188,0.0132925,-5.554,-9.37272,-1.73528,0.239329,3.52776,533.734,-2.91638e+07,2.91649e+07,3.52776
7637,0.0135009,0.0125324,0.0144694,0.0134355,-5.554,-9.37322,-1.73478,0.239283,3.52768,533.717,-2.91676e+07,2.91687e+07,3.52768
7638,0.0135498,0.0125813,0.0145183,0.0134553,-5.554,-9.37372,-1.73428,0.239157,3.52806,533.738,-2.91714e+07,2.91725e+07,3.52806
7639,0.0135973,0.0126288,0.0145658,0.0134543,-5.554,-9.37422,-1.73378,0.239185,3.52703,533.72,-2.91753e+07,2.91763e+07,3.52703
7640,0.013643,0.0126745,0.0146115,0.01352,-5.554,-9.37472,-1.73328,0.239063,3.52765,533.74,-2.91791e+07,2.91801e+07,3.52765
7641,0.0136875,0.012719,0.014656,0.0136049,-5.554,-9.37522,-1.73278,0.238964,3.52809,533.756,-2.91829e+07,2.9184e+07,3.52809
7642,0.0137304,0.0127619,0.0146989,0.0137056,-5.554,-9.37572,-1.73228,0.238883,3.52628,533.804,-2.91867e+07,2.91878e+07,3.52628
7643,0.0137722,0.0128037,0.0147407,0.0137166,-5.554,-9.37622,-1.73178,0.238856,3.52618,533.774,-2.91905e+07,2.91916e+07,3.52618
7644,0.0138122,0.0128437,0.0147807,0.0137581,-5.554,-9.37672,-1.73128,0.23888,3.52633,533.784,-2.91943e+07,2.91954e+07,3.52633
7645,0.0138511,0.0128826,0.0148196,0.0137105,-5.554,-9.37722,-1.73078,0.238807,3.52728,533.758,-2.91982e+07,2.91992e+07,3.52728
7646,0.0138885,0.01292,0.014857,0.0136753,-5.554,-9.37772,-1.73028,0.238643,3.52788,533.771,-2.9202e+07,2.92031e+07,3.52788
7647,0.0139249,0.0129564,0.0148934,0.013804,-5.554,-9.37822,-1.72978,0.238518,3.52624,533.747,-2.92058e+07,2.92069e+07,3.52624
7648,0.0139599,0.0129914,0.0149284,0.0138656,-5.554,-9.37872,-1.72928,0.238431,3.52599,533.762,-2.92096e+07,2.92107e+07,3.52599
7649,0.013994,0.0130255,0.0149625,0.0138564,-5.554,-9.37922,-1.72878,0.238357,3.52606,533.774,-2.92134e+07,2.92145e+07,3.52606
7650,0.0140269,0.0130584,0.0149954,0.0139046,-5.554,-9.37972,-1.72828,0.238195,3.52653,533.749,-2.92173e+07,2.92183e+07,3.52653
7651,0.0140586,0.0130901,0.0150271,0.0139391,-5.554,-9.38022,-1.72778,0.23815,3.52602,533.764,-2.92211e+07,2.92221e+07,3.52602
7652,0.0140894,0.0131209,0.0150579,0.0139967,-5.554,-9.38072,-1.72728,0.237992,3.52698,533.776,-2.92249e+07,2.9226e+07,3.52698
7653,0.0141192,0.0131507,0.0150877,0.0140051,-5.554,-9.38122,-1.72678,0.23795,3.52603,533.785,-2.92287e+07,2.92298e+07,3.52603
7654,0.014148,0.0131795,0.0151165,0.0141295,-5.554,-9.38172,-1.72628,0.237919,3.5261,533.793,-2.92325e+07,2.92336e+07,3.5261
7655,0.0141759,0.0132074,0.0151444,0.0140952,-5.554,-9.38222,-1.72578,0.237922,3.5254,533.765,-2.92363e+07,2.92374e+07,3.5254
7656,0.0142027,0.0132342,0.0151712,0.014025,-5.554,-9.38272,-1.72528,0.237767,3.52641,533.777,-2.92402e+07,2.92412e+07,3.52641
7657,0.0142288,0.0132603,0.0151973,0.0140446,-5.554,-9.38322,-1.72478,0.237648,3.52596,533.786,-2.9244e+07,2.92451e+07,3.52596
7658,0.014254,0.0132855,0.0152225,0.0141318,-5.554,-9.38372,-1.72428,0.237594,3.52592,533.794,-2.92478e+07,2.92489e+07,3.52592
7659,0.0142784,0.0133099,0.0152469,0.0141711,-5.554,-9.38422,-1.72378,0.237435,3.52691,533.835,-2.92516e+07,2.92527e+07,3.52691
7660,0.0143022,0.0133337,0.0152707,0.0141105,-5.554,-9.38472,-1.72328,0.2374,3.5268,533.834,-2.92554e+07,2.92565e+07,3.5268
7661,0.014325,0.0133565,0.0152935,0.0140796,-5.554,-9.38522,-1.72278,0.237296,3.52594,533.833,-2.92593e+07,2.92603e+07,3.52594
7662,0.0143471,0.0133786,0.0153156,0.0141156,-5.554,-9.38572,-1.72228,0.237205,3.52579,533.867,-2.92631e+07,2.92641e+07,3.52579
7663,0.0143686,0.0134001,0.0153371,0.0140854,-5.554,-9.38622,-1.72178,0.237082,3.52599,533.825,-2.92669e+07,2.9268e+07,3.52599
7664,0.0143891,0.0134206,0.0153576,0.0140825,-5.554,-9.38672,-1.72128,0.237073,3.52632,533.826,-2.92707e+07,2.92718e+07,3.52632
7665,0.014409,0.0134405,0.0153775,0.0141542,-5.554,-9.38722,-1.72078,0.237098,3.52663,533.861,-2.92745e+07,2.92756e+07,3.52663
7666,0.0144285,0.01346,0.015397,0.0142189,-5.554,-9.38772,-1.72028,0.237089,3.52606,533.855,-2.92784e+07,2.92794e+07,3.52606
7667,0.0144472,0.0134787,0.0154157,0.0143258,-5.554,-9.38822,-1.71978,0.237102,3.52615,533.85,-2.92822e+07,2.92832e+07,3.52615
7668,0.0144653,0.0134968,0.0154338,0.0143737,-5.554,-9.38872,-1.71928,0.237065,3.48877,629.422,-2.92877e+07,2.92889e+07,3.48877
7669,0.0149746,0.0140061,0.0159431,0.014795,-5.55406,-9.38928,-1.71884,0.236905,3.48842,707.816,-2.92928e+07,2.92942e+07,3.48842
7670,0.0154675,0.0144989,0.016436,0.0152982,-5.55411,-9.38982,-1.71839,0.236756,3.48818,772.064,-2.92978e+07,2.92993e+07,3.48818
7671,0.0159439,0.0149754,0.0169124,0.0157821,-5.55414,-9.39036,-1.71792,0.236645,3.48728,824.78,-2.93025e+07,2.93042e+07,3.48728
7672,0.016405,0.0154365,0.0173735,0.0162487,-5.55417,-9.39089,-1.71746,0.236481,3.48646,868.005,-2.93071e+07,2.93088e+07,3.48646
7673,0.0168509,0.0158824,0.0178194,0.0166921,-5.5542,-9.39142,-1.71698,0.236438,3.48686,903.447,-2.93115e+07,2.93133e+07,3.48686
7674,0.0172822,0.0163137,0.0182507,0.0171091,-5.55422,-9.39194,-1.7165,0.236351,3.48685,932.507,-2.93158e+07,2.93177e+07,3.48685
7675,0.0176994,0.0167309,0.0186679,0.0175008,-5.55424,-9.39246,-1.71602,0.236177,3.48668,956.334,-2.93201e+07,2.9322e+07,3.48668
7676,0.0181029,0.0171344,0.0190714,0.0179155,-5.55425,-9.39297,-1.71553,0.235966,3.48556,975.87,-2.93242e+07,2.93262e+07,3.48556
7677,0.0184931,0.0175246,0.0194616,0.0182897,-5.55426,-9.39348,-1.71505,0.235729,3.48604,991.853,-2.93283e+07,2.93303e+07,3.48604
7678,0.0188704,0.0179019,0.0198389,0.0185868,-5.55427,-9.39399,-1.71456,0.235613,3.48542,1004.96,-2.93324e+07,2.93344e+07,3.48542
7679,0.0192354,0.0182668,0.0202039,0.0188617,-5.55428,-9.3945,-1.71406,0.235471,3.48348,1015.74,-2.93364e+07,2.93384e+07,3.48348
7680,0.0195885,0.01862,0.020557,0.0192531,-5.55429,-9.39501,-1.71357,0.235333,3.59226,737.645,-2.93354e+07,2.93368e+07,3.59226
7681,0.0184541,0.0174856,0.0194226,0.0180632,-5.55412,-9.39534,-1.7129,0.2355,3.59317,509.798,-2.93352e+07,2.93362e+07,3.59317
7682,0.0173571,0.0163886,0.0183256,0.0168919,-5.55399,-9.39571,-1.71227,0.235646,3.59449,323.044,-2.93358e+07,2.93364e+07,3.59449
7683,0.016296,0.0153275,0.0172645,0.0157856,-5.55388,-9.39609,-1.71166,0.235759,3.59585,169.928,-2.93369e+07,2.93373e+07,3.59585
7684,0.0152696,0.0143011,0.0162381,0.0147042,-5.55378,-9.3965,-1.71107,0.235804,3.59698,44.4794,-2.93386e+07,2.93386e+07,3.59698
7685,0.0142771,0.0133086,0.0152456,0.013682,-5.55371,-9.39693,-1.71049,0.235859,3.59847,-58.3959,-2.93406e+07,2.93405e+07,3.59847
7686,0.0133171,0.0123486,0.0142856,0.012708,-5.55365,-9.39737,-1.70993,0.236011,3.59786,-142.735,-2.93429e+07,2.93426e+07,3.59786
7687,0.0123884,0.0114199,0.013357,0.0118852,-5.5536,-9.39782,-1.70938,0.236088,3.60044,-211.88,-2.93455e+07,2.93451e+07,3.60044
7688,0.0114903,0.0105218,0.0124588,0.0110093,-5.55356,-9.39828,-1.70884,0.236123,3.56446,-173.078,-2.935e+07,2.93497e+07,3.56446
7689,0.0111136,0.0101451,0.0120821,0.0106212,-5.55358,-9.3988,-1.70836,0.236088,3.56517,-141.272,-2.93544e+07,2.93541e+07,3.56517
7690,0.0107493,0.00978077,0.0117178,0.0101883,-5.5536,-9.39932,-1.70788,0.236157,3.56451,-115.191,-2.93587e+07,2.93584e+07,3.56451
7691,0.0103969,0.00942839,0.0113654,0.00978132,-5.55361,-9.39983,-1.7074,0.236225,3.56627,-93.8061,-2.93629e+07,2.93627e+07,3.56627
7692,0.0100561,0.00908756,0.0110246,0.00941067,-5.55363,-9.40035,-1.70691,0.23625,3.56669,-76.2707,-2.9367e+07,2.93668e+07,3.56669
7693,0.0097264,0.0087579,0.0106949,0.00908759,-5.55364,-9.40086,-1.70642,0.23619,3.56651,-61.8923,-2.9371e+07,2.93709e+07,3.56651
7694,0.00940755,0.00843905,0.0103761,0.00874442,-5.55365,-9.40136,-1.70593,0.23627,3.56742,-50.1026,-2.93751e+07,2.9375e+07,3.56742
7695,0.00909916,0.00813065,0.0100677,0.00845944,-5.55365,-9.40187,-1.70543,0.236228,3.56641,-40.4356,-2.93791e+07,2.9379e+07,3.56641
7696,0.00880087,0.00783236,0.00976937,0.00812858,-5.55366,-9.40238,-1.70494,0.236246,3.56666,-32.5091,-2.9383e+07,2.93829e+07,3.56666
7697,0.00851236,0.00754386,0.00948087,0.00785648,-5.55366,-9.40288,-1.70445,0.236284,3.56748,-26.0097,-2.93869e+07,2.93869e+07,3.56748
7698,0.00823331,0.00726481,0.00920182,0.00756235,-5.55367,-9.40339,-1.70395,0.236244,3.56891,-20.6805,-2.93909e+07,2.93908e+07,3.56891
7699,0.00796341,0.00699491,0.00893192,0.00728572,-5.55367,-9.40389,-1.70345,0.236199,3.56804,-16.3108,-2.93947e+07,2.93947e+07,3.56804
7700,0.00770236,0.00673385,0.00867086,0.00711207,-5.55367,-9.40439,-1.70296,0.236256,3.5677,-12.7279,-2.93986e+07,2.93986e+07,3.5677
7701,0.00744986,0.00648136,0.00841837,0.00690924,-5.55368,-9.40489,-1.70246,0.236283,3.56824,-9.7901,-2.94025e+07,2.94025e+07,3.56824
7702,0.00720565,0.00623714,0.00817415,0.00666649,-5.55368,-9.4054,-1.70196,0.236193,3.56906,-7.38125,-2.94064e+07,2.94063e+07,3.56906
7703,0.00696944,0.00600093,0.00793794,0.00649479,-5.55368,-9.4059,-1.70146,0.236098,3.53238,90.0213,-2.94119e+07,2.94121e+07,3.53238
7704,0.00723248,0.00626397,0.00820098,0.00685222,-5.55374,-9.40645,-1.70102,0.236067,3.53361,169.954,-2.94171e+07,2.94174e+07,3.53361
7705,0.00748725,0.00651875,0.00845576,0.00703287,-5.55378,-9.407,-1.70057,0.236015,3.53286,235.431,-2.94221e+07,2.94225e+07,3.53286
7706,0.00773332,0.00676481,0.00870182,0.00723366,-5.55382,-9.40754,-1.70011,0.235954,3.53266,289.157,-2.94268e+07,2.94274e+07,3.53266
7707,0.0079715,0.00700299,0.00894,0.00744743,-5.55386,-9.40807,-1.69964,0.235904,3.53295,333.212,-2.94314e+07,2.94321e+07,3.53295
7708,0.00820186,0.00723336,0.00917037,0.00770773,-5.55388,-9.4086,-1.69916,0.235827,3.53201,369.336,-2.94358e+07,2.94366e+07,3.53201
7709,0.00842468,0.00745618,0.00939319,0.0079778,-5.5539,-9.40912,-1.69869,0.235846,3.53213,398.956,-2.94402e+07,2.9441e+07,3.53213
7710,0.00864019,0.00767169,0.0096087,0.00822499,-5.55392,-9.40964,-1.6982,0.235788,3.53182,423.243,-2.94444e+07,2.94453e+07,3.53182
7711,0.00884864,0.00788013,0.00981714,0.0083476,-5.55394,-9.41015,-1.69772,0.235812,3.53074,443.157,-2.94486e+07,2.94495e+07,3.53074
7712,0.00905025,0.00808174,0.0100188,0.00850869,-5.55395,-9.41067,-1.69723,0.23571,3.53117,459.485,-2.94527e+07,2.94536e+07,3.53117
7713,0.00924525,0.00827675,0.0102138,0.0088211,-5.55396,-9.41117,-1.69674,0.235595,3.52994,472.873,-2.94567e+07,2.94577e+07,3.52994
7714,0.00943386,0.00846536,0.0104024,0.0090143,-5.55397,-9.41168,-1.69625,0.235563,3.53062,483.85,-2.94608e+07,2.94617e+07,3.53062
7715,0.00961629,0.00864778,0.0105848,0.00924504,-5.55397,-9.41219,-1.69575,0.23542,3.5309,492.816,-2.94647e+07,2.94657e+07,3.5309
7716,0.00979256,0.00882405,0.0107611,0.00937509,-5.55398,-9.41269,-1.69526,0.235315,3.52959,500.167,-2.94687e+07,2.94697e+07,3.52959
7717,0.00996305,0.00899454,0.0109316,0.00959635,-5.55398,-9.4132,-1.69476,0.235161,3.52882,506.229,-2.94726e+07,2.94736e+07,3.52882
7718,0.0101281,0.00915962,0.0110966,0.00972981,-5.55398,-9.4137,-1.69427,0.235174,3.52911,511.234,-2.94765e+07,2.94775e+07,3.52911
7719,0.010288,0.00931946,0.0112565,0.00994358,-5.55399,-9.41421,-1.69377,0.235015,3.5295,515.303,-2.94804e+07,2.94814e+07,3.5295
7720,0.0104424,0.00947389,0.0114109,0.0100766,-5.55399,-9.41471,-1.69327,0.234947,3.52985,518.64,-2.94843e+07,2.94853e+07,3.52985
7721,0.0105918,0.00962325,0.0115603,0.0102455,-5.55399,-9.41521,-1.69277,0.234789,3.52806,521.375,-2.94881e+07,2.94892e+07,3.52806
7722,0.0107362,0.00976772,0.0117047,0.0103812,-5.55399,-9.41571,-1.69228,0.234687,3.52905,523.618,-2.9492e+07,2.9493e+07,3.52905
7723,0.010876,0.00990745,0.0118445,0.0104537,-5.554,-9.41621,-1.69178,0.234583,3.52912,525.457,-2.94959e+07,2.94969e+07,3.52912
7724,0.0110111,0.0100426,0.0119796,0.0106366,-5.554,-9.41671,-1.69128,0.234547,3.52876,526.93,-2.94997e+07,2.95007e+07,3.52876
7725,0.0111416,0.0101731,0.0121101,0.0107814,-5.554,-9.41721,-1.69078,0.234494,3.52711,528.173,-2.95035e+07,2.95046e+07,3.52711
7726,0.0112681,0.0102996,0.0122366,0.0109646,-5.554,-9.41772,-1.69028,0.23442,3.52847,529.191,-2.95074e+07,2.95084e+07,3.52847
7727,0.0113904,0.0104219,0.0123589,0.0111324,-5.554,-9.41822,-1.68978,0.234317,3.52776,530.026,-2.95112e+07,2.95123e+07,3.52776
7728,0.0115087,0.0105402,0.0124772,0.0111654,-5.554,-9.41872,-1.68928,0.234333,3.52735,530.677,-2.9515e+07,2.95161e+07,3.52735
7729,0.0116229,0.0106544,0.0125914,0.0112155,-5.554,-9.41922,-1.68878,0.234186,3.52743,531.244,-2.95189e+07,2.95199e+07,3.52743
7730,0.0117335,0.010765,0.0127021,0.0112564,-5.554,-9.41972,-1.68828,0.234146,3.52832,531.744,-2.95227e+07,2.95238e+07,3.52832
7731,0.0118408,0.0108723,0.0128093,0.0113566,-5.554,-9.42022,-1.68778,0.234081,3.52783,532.085,-2.95265e+07,2.95276e+07,3.52783
7732,0.0119441,0.0109756,0.0129126,0.01155,-5.554,-9.42072,-1.68728,0.233922,3.52765,532.399,-2.95303e+07,2.95314e+07,3.52765
7733,0.0120442,0.0110757,0.0130127,0.0115901,-5.554,-9.42122,-1.68678,0.233838,3.52609,532.622,-2.95342e+07,2.95352e+07,3.52609
7734,0.0121409,0.0111724,0.0131094,0.0117036,-5.554,-9.42172,-1.68628,0.233769,3.52633,532.839,-2.9538e+07,2.9539e+07,3.52633
7735,0.0122346,0.0112661,0.0132031,0.0117895,-5.554,-9.42222,-1.68578,0.233742,3.52571,533.017,-2.95418e+07,2.95429e+07,3.52571
7736,0.0123252,0.0113567,0.0132937,0.0118934,-5.554,-9.42272,-1.68528,0.233653,3.52639,533.163,-2.95456e+07,2.95467e+07,3.52639
7737,0.0124128,0.0114443,0.0133813,0.0119905,-5.554,-9.42322,-1.68478,0.233559,3.52684,533.283,-2.95494e+07,2.95505e+07,3.52684
7738,0.0124976,0.0115291,0.0134661,0.0120019,-5.554,-9.42372,-1.68428,0.233556,3.52722,533.381,-2.95533e+07,2.95543e+07,3.52722
7739,0.0125796,0.0116111,0.0135481,0.0120694,-5.554,-9.42422,-1.68378,0.23347,3.27334,1202.55,-2.95688e+07,2.95712e+07,3.27334
7740,0.0161007,0.0151322,0.0170692,0.0155111,-5.5544,-9.42512,-1.68368,0.232955,3.27004,1751.66,-2.95823e+07,2.95858e+07,3.27004
7741,0.0195065,0.018538,0.020475,0.0190286,-5.55473,-9.42594,-1.68351,0.232398,3.26611,2202.28,-2.9594e+07,2.95984e+07,3.26611
7742,0.0228011,0.0218326,0.0237696,0.0223778,-5.55499,-9.42671,-1.68328,0.23186,3.26266,2571.94,-2.96043e+07,2.96095e+07,3.26266
7743,0.0259876,0.0250191,0.0269561,0.0256665,-5.55521,-9.42743,-1.683,0.231315,3.25878,2874.84,-2.96134e+07,2.96192e+07,3.25878
7744,0.0290681,0.0280996,0.0300366,0.0287151,-5.55539,-9.42811,-1.68268,0.230696,3.25624,3123.5,-2.96216e+07,2.96279e+07,3.25624
7745,0.0320488,0.0310803,0.0330173,0.03171,-5.55554,-9.42876,-1.68232,0.230153,3.25336,3327.42,-2.9629e+07,2.96357e+07,3.25336
